Tabelle: 42153-0001
Index of production in manufacturing: Germany, months,;;
original and adjusted data, economic activities;;
(main groups and aggregates);;
Indices of production in manufacturing;;;
Germany;;;
Index of production (2021=100);;;
;;Original and adjusted data;
;;X13 JDemetra+  calendar and seasonally adjusted;
Industry;;;
;September;102.7;p
;October;102.2;p
;November;102.6;p
;December;101.5;p
2020;January;101.6;p
;February;99.9;p
;March;89.4;p
;April;68.7;p
;May;84.9;p
;June;92.1;p
;July;93.0;p
;August;96.8;p
;September;96.0;p
;October;97.5;p
;November;101.1;p
;December;100.4;p
2021;January;99.9;p
;February;96.9;p
;March;94.8;p
;April;100.1;p
;May;100.3;p
;June;100.9;p
;July;102.5;p
;August;96.5;p
;September;96.6;p
;October;100.9;p
;November;99.8;p
;December;101.9;p
2022;January;99.1;p
;February;101.8;p
;March;97.2;p
;April;102.7;p
;May;105.1;p
;June;100.5;p
;July;102.0;p
;August;103.6;p
;September;101.7;p
;October;101.3;p
;November;99.5;p
;December;97.5;p
2023;January;97.8;p
;February;98.2;p
;March;97.8;p
;April;93.7;p
;May;95.1;p
;June;92.7;p
;July;94.9;p
;August;94.0;p
;September;91.6;p
;October;90.7;p
;November;88.6;p
;December;87.1;p
2024;January;88.6;p
;February;91.0;p
;March;87.5;p
;April;88.5;p
;May;83.8;p
;June;93.5;p
;July;87.0;p
;August;85.2;p
;September;85.8;p
;October;84.2;p
;November;87.4;p
;December;87.7;p
2025;January;85.1;p
;February;84.3;p
;March;89.3;p
;April;87.6;p
;May;86.0;p
;June;83.6;p
;July;85.4;p
;August;81.8;p
;September;81.7;p
;October;85.0;p
;November;84.6;p
;December;83.4;p
Non-durable goods;;;
2006;January;95.7;p
;February;95.6;p
;March;94.9;p
;April;96.9;p
;May;97.3;p
;June;97.0;p
;July;97.5;p
;August;97.4;p
;September;96.7;p
;October;97.6;p
;November;98.9;p
;December;98.7;p
2007;January;98.7;p
;February;99.7;p
;March;100.8;p
;April;101.9;p
;May;102.8;p
;June;98.6;p
;July;99.9;p
;August;102.7;p
;September;103.2;p
;October;101.3;p
;November;100.4;p
;December;101.6;p
2008;January;102.7;p
;February;101.2;p
;March;101.0;p
;April;98.7;p
;May;98.5;p
;June;98.8;p
;July;98.9;p
;August;100.3;p
;September;99.0;p
;October;99.6;p
;November;96.9;p
;December;99.7;p
2009;January;98.8;p
;February;96.5;p
;March;94.5;p
;April;96.1;p
;May;95.8;p
;June;94.8;p
;July;94.5;p
;August;94.9;p
;September;97.2;p
;October;95.1;p
;November;96.1;p
;December;98.0;p
2010;January;98.3;p
;February;95.8;p
;March;97.4;p
;April;96.5;p
;May;97.0;p
;June;97.1;p
;July;98.1;p
;August;98.6;p
;September;99.5;p
;October;98.6;p
;November;99.5;p
;December;97.2;p
2011;January;99.0;p
;February;100.7;p
;March;100.4;p
;April;100.9;p
;May;100.5;p
;June;100.6;p
;July;101.0;p
;August;97.6;p
;September;98.7;p
;October;98.3;p
;November;98.5;p
;December;98.3;p
2012;January;96.3;p
;February;96.9;p
;March;99.5;p
;April;95.0;p
;May;98.1;p
;June;98.1;p
;July;97.6;p
;August;98.4;p
;September;99.1;p
;October;99.5;p
;November;97.2;p
;December;100.0;p
2013;January;98.9;p
;February;97.5;p
;March;97.9;p
;April;97.9;p
;May;99.0;p
;June;97.8;p
;July;98.3;p
;August;98.9;p
;September;98.9;p
;October;99.5;p
;November;100.3;p
;December;101.9;p
2014;January;100.7;p
;February;100.4;p
;March;100.4;p
;April;102.0;p
;May;98.8;p
;June;100.1;p
;July;100.5;p
;August;100.2;p
;September;99.7;p
;October;100.9;p
;November;99.8;p
;December;101.8;p
2015;January;98.9;p
;February;98.8;p
;March;101.0;p
;April;100.1;p
;May;99.6;p
;June;102.9;p
;July;102.6;p
;August;100.3;p
;September;98.9;p
;October;97.8;p
;November;99.8;p
;December;100.3;p
2016;January;102.6;p
;February;101.5;p
;March;100.3;p
;April;101.3;p
;May;101.3;p
;June;101.1;p
;July;100.7;p
;August;101.8;p
;September;101.5;p
;October;101.2;p
;November;102.3;p
;December;99.6;p
2017;January;100.0;p
;February;102.6;p
;March;102.0;p
;April;102.2;p
;May;103.0;p
;June;103.0;p
;July;104.5;p
;August;104.2;p
;September;104.4;p
;October;102.0;p
;November;106.6;p
;December;105.2;p
2018;January;106.9;p
;February;106.4;p
;March;106.5;p
;April;105.8;p
;May;112.2;p
;June;109.7;p
;July;109.7;p
;August;111.7;p
;September;110.0;p
;October;104.4;p
;November;102.0;p
;December;101.3;p
2019;January;103.6;p
;February;101.6;p
;March;102.5;p
;April;103.2;p
;May;102.7;p
;June;100.1;p
;July;101.4;p
;August;100.5;p
;September;98.7;p
;October;100.9;p
;November;101.2;p
;December;99.2;p
2020;January;102.7;p
;February;104.7;p
;March;98.8;p
;April;92.9;p
;May;92.3;p
;June;97.2;p
;July;97.5;p
;August;95.6;p
;September;98.2;p
;October;96.8;p
;November;95.6;p
;December;98.2;p
2021;January;96.1;p
;February;95.6;p
;March;99.1;p
;April;94.4;p
;May;99.4;p
;June;101.4;p
;July;100.8;p
;August;100.2;p
;September;101.8;p
;October;100.6;p
;November;102.3;p
;December;100.8;p
2022;January;99.2;p
;February;102.4;p
;March;102.5;p
;April;98.5;p
;May;98.9;p
;June;100.0;p
;July;97.5;p
;August;98.9;p
;September;102.7;p
;October;100.9;p
;November;99.6;p
;December;100.2;p
2023;January;96.2;p
;February;97.7;p
;March;95.3;p
;April;97.2;p
;May;95.5;p
;June;98.4;p
;July;97.0;p
;August;96.6;p
;September;93.6;p
;October;93.3;p
;November;93.9;p
;December;93.1;p
2024;January;95.0;p
;February;98.0;p
;March;95.0;p
;April;95.9;p
;May;96.6;p
;June;94.0;p
;July;93.9;p
;August;94.3;p
;September;93.3;p
;October;93.0;p
;November;93.0;p
;December;94.4;p
2025;January;97.0;p
;February;94.4;p
;March;97.7;p
;April;95.3;p
;May;96.2;p
;June;94.3;p
;July;96.3;p
;August;92.7;p
;September;93.6;p
;October;94.9;p
;November;94.7;p
;December;96.1;p
Consumer goods;;;
2006;January;96.4;p
;February;96.0;p
;March;95.3;p
;April;98.0;p
;May;98.3;p
;June;97.7;p
;July;98.7;p
;August;99.1;p
;September;98.0;p
;October;98.6;p
;November;99.9;p
;December;100.7;p
2007;January;99.6;p
;February;100.7;p
;March;101.6;p
;April;101.8;p
;May;103.0;p
;June;99.5;p
;July;100.8;p
;August;103.4;p
;September;103.5;p
;October;101.8;p
;November;100.8;p
;December;101.9;p
2008;January;102.8;p
;February;101.6;p
;March;101.6;p
;April;99.6;p
;May;98.4;p
;June;99.7;p
;July;98.7;p
;August;100.6;p
;September;99.1;p
;October;99.2;p
;November;96.6;p
;December;97.9;p
2009;January;96.6;p
;February;94.2;p
;March;92.6;p
;April;93.7;p
;May;93.9;p
;June;92.8;p
;July;92.5;p
;August;93.0;p
;September;95.3;p
;October;93.3;p
;November;94.7;p
;December;96.2;p
2010;January;97.2;p
;February;94.7;p
;March;95.7;p
;April;95.2;p
;May;96.4;p
;June;96.3;p
;July;97.1;p
;August;97.7;p
;September;98.3;p
;October;98.3;p
;November;98.5;p
;December;96.5;p
2011;January;98.4;p
;February;99.9;p
;March;99.8;p
;April;100.4;p
;May;100.1;p
;June;98.8;p
;July;101.4;p
;August;97.2;p
;September;98.3;p
;October;98.7;p
;November;98.2;p
;December;97.6;p
2012;January;96.2;p
;February;96.2;p
;March;98.4;p
;April;94.5;p
;May;97.8;p
;June;97.1;p
;July;97.1;p
;August;98.0;p
;September;98.2;p
;October;98.2;p
;November;95.8;p
;December;98.3;p
2013;January;97.5;p
;February;96.4;p
;March;97.1;p
;April;96.9;p
;May;97.3;p
;June;97.5;p
;July;97.5;p
;August;97.7;p
;September;98.3;p
;October;98.2;p
;November;99.1;p
;December;100.2;p
2014;January;99.0;p
;February;99.2;p
;March;99.5;p
;April;100.3;p
;May;97.6;p
;June;98.8;p
;July;99.4;p
;August;98.3;p
;September;98.5;p
;October;99.6;p
;November;98.8;p
;December;100.9;p
2015;January;97.9;p
;February;98.4;p
;March;100.0;p
;April;99.5;p
;May;99.1;p
;June;101.3;p
;July;101.3;p
;August;99.6;p
;September;98.1;p
;October;97.3;p
;November;99.2;p
;December;99.5;p
2016;January;101.6;p
;February;100.9;p
;March;99.7;p
;April;100.9;p
;May;100.1;p
;June;101.1;p
;July;100.1;p
;August;101.4;p
;September;100.8;p
;October;100.9;p
;November;101.6;p
;December;99.6;p
2017;January;100.2;p
;February;102.3;p
;March;101.7;p
;April;102.4;p
;May;103.1;p
;June;102.8;p
;July;104.1;p
;August;104.6;p
;September;104.3;p
;October;102.0;p
;November;106.0;p
;December;104.6;p
2018;January;106.5;p
;February;105.6;p
;March;106.1;p
;April;104.9;p
;May;110.6;p
;June;108.6;p
;July;107.9;p
;August;110.0;p
;September;109.0;p
;October;103.7;p
;November;101.3;p
;December;100.9;p
2019;January;103.6;p
;February;101.6;p
;March;102.9;p
;April;102.3;p
;May;102.5;p
;June;100.2;p
;July;101.2;p
;August;100.8;p
;September;99.4;p
;October;101.2;p
;November;101.5;p
;December;99.6;p
2020;January;102.5;p
;February;103.9;p
;March;97.1;p
;April;88.6;p
;May;91.0;p
;June;96.3;p
;July;96.7;p
;August;95.9;p
;September;97.8;p
;October;96.9;p
;November;96.6;p
;December;98.6;p
2021;January;96.8;p
;February;95.9;p
;March;98.3;p
;April;95.5;p
;May;99.6;p
;June;101.3;p
;July;101.1;p
;August;99.5;p
;September;100.8;p
;October;100.7;p
;November;101.8;p
;December;101.0;p
2022;January;99.2;p
;February;102.3;p
;March;101.5;p
;April;99.3;p
;May;100.1;p
;June;100.1;p
;July;98.4;p
;August;99.8;p
;September;102.5;p
;October;101.0;p
;November;99.6;p
;December;99.7;p
2023;January;96.5;p
;February;97.8;p
;March;95.8;p
;April;96.5;p
;May;95.4;p
;June;97.3;p
;July;96.6;p
;August;96.1;p
;September;93.2;p
;October;92.8;p
;November;92.9;p
;December;91.9;p
2024;January;93.7;p
;February;96.6;p
;March;93.5;p
;April;94.4;p
;May;94.1;p
;June;93.9;p
;July;92.5;p
;August;92.5;p
;September;91.8;p
;October;91.3;p
;November;91.9;p
;December;93.1;p
2025;January;94.7;p
;February;92.4;p
;March;96.1;p
;April;93.8;p
;May;94.2;p
;June;92.2;p
;July;94.2;p
;August;90.6;p
;September;91.3;p
;October;93.0;p
;November;92.7;p
;December;93.6;p
Energy (except section E);;;
2006;January;135.4;p
;February;131.8;p
;March;131.5;p
;April;128.4;p
;May;123.1;p
;June;128.7;p
;July;128.6;p
;August;127.1;p
;September;123.8;p
;October;122.2;p
;November;123.2;p
;December;123.0;p
2007;January;115.7;p
;February;118.0;p
;March;120.0;p
;April;120.8;p
;May;124.0;p
;June;128.4;p
;July;124.7;p
;August;127.6;p
;September;128.2;p
;October;128.4;p
;November;127.7;p
;December;124.8;p
2008;January;117.7;p
;February;117.2;p
;March;121.8;p
;April;129.3;p
;May;123.6;p
;June;122.4;p
;July;121.4;p
;August;119.6;p
;September;122.8;p
;October;122.2;p
;November;114.9;p
;December;113.5;p
2009;January;118.1;p
;February;112.6;p
;March;107.8;p
;April;106.8;p
;May;107.7;p
;June;118.2;p
;July;117.2;p
;August;117.9;p
;September;117.8;p
;October;116.3;p
;November;112.9;p
;December;117.8;p
2010;January;121.1;p
;February;117.4;p
;March;111.8;p
;April;117.6;p
;May;120.4;p
;June;113.2;p
;July;119.1;p
;August;116.6;p
;September;117.7;p
;October;118.4;p
;November;118.6;p
;December;123.3;p
2011;January;117.3;p
;February;116.8;p
;March;115.4;p
;April;112.1;p
;May;109.6;p
;June;109.5;p
;July;112.8;p
;August;112.2;p
;September;109.8;p
;October;111.8;p
;November;112.1;p
;December;112.9;p
2012;January;112.4;p
;February;119.8;p
;March;114.8;p
;April;116.2;p
;May;116.0;p
;June;116.2;p
;July;114.2;p
;August;116.8;p
;September;114.8;p
;October;113.8;p
;November;113.0;p
;December;110.5;p
2013;January;112.0;p
;February;113.1;p
;March;119.2;p
;April;115.4;p
;May;111.4;p
;June;114.7;p
;July;114.0;p
;August;113.6;p
;September;114.3;p
;October;113.4;p
;November;111.9;p
;December;111.1;p
2014;January;109.7;p
;February;107.2;p
;March;107.8;p
;April;108.3;p
;May;108.8;p
;June;108.8;p
;July;106.2;p
;August;107.9;p
;September;110.2;p
;October;112.5;p
;November;110.6;p
;December;112.6;p
2015;January;112.3;p
;February;115.3;p
;March;116.3;p
;April;116.5;p
;May;112.8;p
;June;116.7;p
;July;118.3;p
;August;115.4;p
;September;117.2;p
;October;113.0;p
;November;113.6;p
;December;111.3;p
2016;January;113.1;p
;February;111.2;p
;March;111.6;p
;April;111.4;p
;May;113.5;p
;June;112.3;p
;July;114.8;p
;August;115.1;p
;September;115.4;p
;October;113.0;p
;November;114.6;p
;December;112.1;p
2017;January;114.0;p
;February;111.2;p
;March;109.3;p
;April;113.7;p
;May;116.6;p
;June;116.1;p
;July;111.7;p
;August;115.3;p
;September;112.6;p
;October;113.8;p
;November;113.8;p
;December;114.4;p
2018;January;109.0;p
;February;113.7;p
;March;115.2;p
;April;111.0;p
;May;111.6;p
;June;113.7;p
;July;114.2;p
;August;117.9;p
;September;111.2;p
;October;107.6;p
;November;107.9;p
;December;110.2;p
2019;January;112.0;p
;February;107.6;p
;March;108.2;p
;April;105.2;p
;May;103.5;p
;June;99.9;p
;July;99.5;p
;August;100.0;p
;September;99.5;p
;October;101.1;p
;November;103.6;p
;December;102.4;p
2020;January;102.6;p
;February;102.2;p
;March;97.4;p
;April;86.9;p
;May;88.0;p
;June;94.3;p
;July;92.7;p
;August;100.6;p
;September;97.7;p
;October;100.6;p
;November;99.9;p
;December;98.3;p
2021;January;97.0;p
;February;95.9;p
;March;99.4;p
;April;103.0;p
;May;101.3;p
;June;99.6;p
;July;97.3;p
;August;100.9;p
;September;103.7;p
;October;103.5;p
;November;99.4;p
;December;99.5;p
2022;January;99.3;p
;February;104.4;p
;March;100.1;p
;April;105.2;p
;May;100.8;p
;June;101.6;p
;July;103.1;p
;August;99.7;p
;September;98.6;p
;October;90.5;p
;November;91.4;p
;December;91.9;p
2023;January;89.4;p
;February;90.5;p
;March;90.7;p
;April;87.3;p
;May;82.2;p
;June;81.7;p
;July;82.0;p
;August;79.8;p
;September;77.7;p
;October;81.7;p
;November;84.4;p
;December;87.4;p
2024;January;86.0;p
;February;81.7;p
;March;80.9;p
;April;81.7;p
;May;82.3;p
;June;83.7;p
;July;81.2;p
;August;82.4;p
;September;82.3;p
;October;77.0;p
;November;83.5;p
;December;84.4;p
2025;January;83.4;p
;February;82.4;p
;March;81.7;p
;April;79.8;p
;May;87.5;p
;June;85.1;p
;July;84.0;p
;August;84.3;p
;September;85.9;p
;October;88.3;p
;November;82.1;p
;December;80.6;p
Energy (except section D and E);;;
2006;January;194.0;p
;February;175.4;p
;March;171.8;p
;April;183.2;p
;May;180.1;p
;June;178.5;p
;July;172.5;p
;August;177.1;p
;September;178.0;p
;October;179.6;p
;November;190.0;p
;December;188.9;p
2007;January;190.6;p
;February;175.7;p
;March;182.3;p
;April;187.4;p
;May;172.6;p
;June;182.0;p
;July;182.5;p
;August;177.7;p
;September;192.1;p
;October;187.8;p
;November;185.8;p
;December;184.7;p
2008;January;183.0;p
;February;163.8;p
;March;172.4;p
;April;187.2;p
;May;167.2;p
;June;155.7;p
;July;163.9;p
;August;167.4;p
;September;163.3;p
;October;178.6;p
;November;173.1;p
;December;166.3;p
2009;January;167.0;p
;February;147.5;p
;March;154.8;p
;April;171.8;p
;May;154.8;p
;June;159.3;p
;July;150.0;p
;August;152.2;p
;September;163.5;p
;October;156.7;p
;November;150.5;p
;December;151.0;p
2010;January;158.3;p
;February;142.8;p
;March;136.9;p
;April;148.6;p
;May;149.3;p
;June;155.7;p
;July;158.9;p
;August;159.3;p
;September;161.9;p
;October;152.3;p
;November;153.4;p
;December;151.6;p
2011;January;151.6;p
;February;147.8;p
;March;147.6;p
;April;148.5;p
;May;150.3;p
;June;150.6;p
;July;155.0;p
;August;152.7;p
;September;155.5;p
;October;153.1;p
;November;149.8;p
;December;153.0;p
2012;January;151.6;p
;February;154.2;p
;March;155.6;p
;April;147.5;p
;May;148.5;p
;June;142.5;p
;July;146.3;p
;August;144.7;p
;September;145.0;p
;October;144.4;p
;November;142.7;p
;December;142.4;p
2013;January;135.0;p
;February;130.9;p
;March;137.3;p
;April;134.5;p
;May;131.7;p
;June;138.5;p
;July;139.0;p
;August;135.7;p
;September;124.7;p
;October;135.5;p
;November;132.0;p
;December;135.5;p
2014;January;138.5;p
;February;132.5;p
;March;127.6;p
;April;138.0;p
;May;131.7;p
;June;125.2;p
;July;125.4;p
;August;137.4;p
;September;131.5;p
;October;134.9;p
;November;135.4;p
;December;140.9;p
2015;January;136.4;p
;February;142.4;p
;March;141.6;p
;April;139.2;p
;May;131.5;p
;June;136.6;p
;July;131.6;p
;August;123.6;p
;September;124.3;p
;October;124.3;p
;November;124.4;p
;December;121.6;p
2016;January;123.7;p
;February;126.3;p
;March;130.1;p
;April;122.3;p
;May;126.9;p
;June;124.1;p
;July;122.3;p
;August;123.9;p
;September;124.9;p
;October;118.7;p
;November;121.3;p
;December;124.5;p
2017;January;122.6;p
;February;121.6;p
;March;126.1;p
;April;124.4;p
;May;120.9;p
;June;117.6;p
;July;118.0;p
;August;121.4;p
;September;125.8;p
;October;117.6;p
;November;121.7;p
;December;122.4;p
2018;January;119.8;p
;February;120.3;p
;March;123.4;p
;April;118.6;p
;May;120.6;p
;June;122.2;p
;July;116.0;p
;August;107.4;p
;September;106.5;p
;October;97.0;p
;November;107.5;p
;December;108.8;p
2019;January;106.7;p
;February;108.5;p
;March;103.7;p
;April;99.0;p
;May;97.6;p
;June;95.5;p
;July;96.6;p
;August;101.1;p
;September;96.5;p
;October;94.3;p
;November;100.5;p
;December;102.5;p
2020;January;105.4;p
;February;103.7;p
;March;100.8;p
;April;87.5;p
;May;91.4;p
;June;96.1;p
;July;92.8;p
;August;95.7;p
;September;93.0;p
;October;90.9;p
;November;101.0;p
;December;98.5;p
2021;January;97.0;p
;February;93.8;p
;March;96.5;p
;April;98.0;p
;May;96.3;p
;June;91.7;p
;July;95.9;p
;August;104.5;p
;September;103.7;p
;October;109.9;p
;November;105.1;p
;December;105.9;p
2022;January;104.3;p
;February;103.0;p
;March;107.3;p
;April;115.2;p
;May;107.2;p
;June;111.6;p
;July;110.3;p
;August;104.0;p
;September;109.3;p
;October;103.4;p
;November;102.9;p
;December;102.6;p
2023;January;94.4;p
;February;95.5;p
;March;95.0;p
;April;87.3;p
;May;82.2;p
;June;91.7;p
;July;84.9;p
;August;96.3;p
;September;94.2;p
;October;85.3;p
;November;87.3;p
;December;88.8;p
2024;January;91.7;p
;February;93.2;p
;March;93.8;p
;April;94.6;p
;May;100.2;p
;June;99.5;p
;July;97.7;p
;August;98.2;p
;September;92.3;p
;October;84.2;p
;November;97.8;p
;December;93.0;p
2025;January;95.6;p
;February;93.1;p
;March;92.4;p
;April;91.3;p
;May;93.9;p
;June;89.4;p
;July;92.6;p
;August;97.2;p
;September;92.3;p
;October;94.0;p
;November;87.8;p
;December;86.3;p
Mining and quarrying;;;
2006;January;201.1;p
;February;192.6;p
;March;183.5;p
;April;190.8;p
;May;190.1;p
;June;194.9;p
;July;195.1;p
;August;193.2;p
;September;193.8;p
;October;183.9;p
;November;187.6;p
;December;192.8;p
2007;January;223.6;p
;February;241.3;p
;March;267.5;p
;April;250.0;p
;May;252.3;p
;June;258.0;p
;July;247.1;p
;August;245.8;p
;September;263.1;p
;October;240.8;p
;November;246.3;p
;December;255.2;p
2008;January;238.7;p
;February;239.2;p
;March;244.0;p
;April;230.6;p
;May;231.1;p
;June;215.1;p
;July;214.0;p
;August;220.7;p
;September;211.3;p
;October;203.1;p
;November;199.6;p
;December;200.8;p
2009;January;223.4;p
;February;239.2;p
;March;228.1;p
;April;181.1;p
;May;190.7;p
;June;181.2;p
;July;158.3;p
;August;157.8;p
;September;157.0;p
;October;169.2;p
;November;171.7;p
;December;171.9;p
2010;January;178.4;p
;February;165.4;p
;March;155.0;p
;April;168.5;p
;May;169.5;p
;June;168.6;p
;July;183.0;p
;August;175.0;p
;September;177.5;p
;October;173.6;p
;November;172.8;p
;December;157.7;p
2011;January;168.0;p
;February;170.6;p
;March;168.0;p
;April;169.0;p
;May;173.1;p
;June;172.1;p
;July;174.5;p
;August;170.1;p
;September;177.3;p
;October;171.1;p
;November;170.7;p
;December;170.4;p
2012;January;170.8;p
;February;168.1;p
;March;178.5;p
;April;164.4;p
;May;158.4;p
;June;163.5;p
;July;156.2;p
;August;158.4;p
;September;160.5;p
;October;151.4;p
;November;151.4;p
;December;147.2;p
2013;January;136.8;p
;February;135.2;p
;March;143.7;p
;April;145.8;p
;May;140.2;p
;June;144.6;p
;July;152.2;p
;August;150.7;p
;September;142.1;p
;October;141.7;p
;November;139.5;p
;December;139.3;p
2014;January;148.4;p
;February;140.0;p
;March;133.8;p
;April;138.1;p
;May;138.0;p
;June;142.5;p
;July;133.1;p
;August;142.4;p
;September;146.2;p
;October;142.5;p
;November;144.8;p
;December;144.1;p
2015;January;140.2;p
;February;143.1;p
;March;143.8;p
;April;138.9;p
;May;131.9;p
;June;133.0;p
;July;131.9;p
;August;129.3;p
;September;125.3;p
;October;127.0;p
;November;128.4;p
;December;122.0;p
2016;January;122.9;p
;February;128.1;p
;March;128.8;p
;April;126.1;p
;May;131.1;p
;June;127.1;p
;July;124.7;p
;August;125.7;p
;September;122.4;p
;October;124.0;p
;November;120.9;p
;December;120.5;p
2017;January;126.1;p
;February;125.2;p
;March;127.8;p
;April;130.0;p
;May;129.5;p
;June;124.6;p
;July;127.2;p
;August;130.2;p
;September;130.0;p
;October;121.6;p
;November;123.7;p
;December;122.0;p
2018;January;121.4;p
;February;121.5;p
;March;120.0;p
;April;124.5;p
;May;122.8;p
;June;126.6;p
;July;122.6;p
;August;115.7;p
;September;113.6;p
;October;110.1;p
;November;109.0;p
;December;109.4;p
2019;January;103.2;p
;February;105.0;p
;March;102.9;p
;April;105.7;p
;May;103.8;p
;June;100.3;p
;July;100.9;p
;August;101.5;p
;September;103.7;p
;October;101.9;p
;November;100.8;p
;December;98.5;p
2020;January;100.0;p
;February;97.2;p
;March;95.3;p
;April;94.2;p
;May;93.6;p
;June;94.9;p
;July;94.2;p
;August;96.3;p
;September;95.1;p
;October;95.8;p
;November;100.2;p
;December;98.2;p
2021;January;102.8;p
;February;91.9;p
;March;99.8;p
;April;98.0;p
;May;98.4;p
;June;103.0;p
;July;99.3;p
;August;99.1;p
;September;101.5;p
;October;98.9;p
;November;96.8;p
;December;101.6;p
2022;January;98.9;p
;February;97.5;p
;March;100.1;p
;April;92.7;p
;May;96.7;p
;June;96.7;p
;July;96.9;p
;August;92.5;p
;September;89.0;p
;October;89.6;p
;November;91.9;p
;December;86.3;p
2023;January;90.1;p
;February;92.5;p
;March;86.9;p
;April;88.5;p
;May;86.5;p
;June;86.2;p
;July;82.1;p
;August;85.2;p
;September;87.5;p
;October;86.0;p
;November;81.4;p
;December;81.3;p
2024;January;81.7;p
;February;91.0;p
;March;89.9;p
;April;88.4;p
;May;83.9;p
;June;85.9;p
;July;87.2;p
;August;84.5;p
;September;85.1;p
;October;86.0;p
;November;88.0;p
;December;87.7;p
2025;January;83.8;p
;February;85.5;p
;March;89.3;p
;April;85.0;p
;May;82.8;p
;June;81.0;p
;July;85.5;p
;August;84.7;p
;September;86.2;p
;October;95.9;p
;November;90.7;p
;December;89.8;p
Manufacturing;;;
2006;January;90.5;p
;February;90.8;p
;March;90.1;p
;April;92.3;p
;May;93.7;p
;June;93.1;p
;July;94.6;p
;August;95.3;p
;September;95.3;p
;October;95.0;p
;November;96.7;p
;December;97.6;p
2007;January;97.8;p
;February;98.3;p
;March;98.6;p
;April;97.7;p
;May;99.5;p
;June;99.4;p
;July;100.2;p
;August;100.4;p
;September;101.5;p
;October;101.7;p
;November;101.3;p
;December;102.3;p
2008;January;103.9;p
;February;103.5;p
;March;102.9;p
;April;103.2;p
;May;101.1;p
;June;102.3;p
;July;100.6;p
;August;102.5;p
;September;100.1;p
;October;98.1;p
;November;93.9;p
;December;90.2;p
2009;January;82.8;p
;February;80.1;p
;March;80.6;p
;April;78.5;p
;May;82.1;p
;June;82.9;p
;July;82.0;p
;August;83.2;p
;September;86.8;p
;October;85.0;p
;November;85.7;p
;December;85.8;p
2010;January;86.6;p
;February;86.0;p
;March;88.7;p
;April;90.3;p
;May;93.1;p
;June;93.0;p
;July;92.3;p
;August;93.8;p
;September;95.2;p
;October;97.2;p
;November;96.7;p
;December;98.3;p
2011;January;98.1;p
;February;99.2;p
;March;99.8;p
;April;100.3;p
;May;101.6;p
;June;100.0;p
;July;103.1;p
;August;102.3;p
;September;100.6;p
;October;101.9;p
;November;101.1;p
;December;99.8;p
2012;January;100.2;p
;February;100.1;p
;March;101.2;p
;April;99.5;p
;May;101.4;p
;June;100.1;p
;July;101.5;p
;August;101.3;p
;September;100.1;p
;October;98.8;p
;November;98.1;p
;December;98.8;p
2013;January;97.8;p
;February;98.4;p
;March;99.8;p
;April;100.0;p
;May;99.5;p
;June;101.1;p
;July;99.3;p
;August;101.6;p
;September;101.1;p
;October;100.4;p
;November;102.7;p
;December;102.9;p
2014;January;102.3;p
;February;102.4;p
;March;102.8;p
;April;102.5;p
;May;101.5;p
;June;101.6;p
;July;103.7;p
;August;99.7;p
;September;102.1;p
;October;102.3;p
;November;102.4;p
;December;104.1;p
2015;January;101.4;p
;February;102.2;p
;March;102.1;p
;April;103.1;p
;May;103.5;p
;June;103.2;p
;July;104.7;p
;August;102.1;p
;September;102.2;p
;October;103.3;p
;November;102.0;p
;December;102.6;p
2016;January;104.3;p
;February;104.2;p
;March;103.2;p
;April;104.0;p
;May;102.1;p
;June;104.2;p
;July;102.7;p
;August;104.3;p
;September;104.0;p
;October;104.9;p
;November;104.5;p
;December;102.2;p
2017;January;103.9;p
;February;105.0;p
;March;104.7;p
;April;106.2;p
;May;106.4;p
;June;106.4;p
;July;107.2;p
;August;109.5;p
;September;108.6;p
;October;106.9;p
;November;110.8;p
;December;110.1;p
2018;January;109.7;p
;February;107.4;p
;March;109.0;p
;April;108.6;p
;May;110.4;p
;June;109.8;p
;July;107.7;p
;August;108.9;p
;September;108.1;p
;October;108.0;p
;November;105.9;p
;December;107.0;p
2019;January;106.8;p
;February;106.4;p
;March;107.5;p
;April;106.0;p
;May;106.6;p
;June;105.4;p
;July;105.0;p
;August;105.3;p
;September;104.3;p
;October;103.6;p
;November;103.8;p
;December;101.3;p
2020;January;104.6;p
;February;105.4;p
;March;94.2;p
;April;73.3;p
;May;82.2;p
;June;91.8;p
;July;94.2;p
;August;93.6;p
;September;96.2;p
;October;100.0;p
;November;101.5;p
;December;101.4;p
2021;January;102.0;p
;February;99.9;p
;March;101.0;p
;April;100.8;p
;May;100.2;p
;June;98.1;p
;July;100.5;p
;August;94.7;p
;September;95.0;p
;October;98.9;p
;November;99.8;p
;December;101.2;p
2022;January;101.1;p
;February;100.7;p
;March;95.3;p
;April;97.2;p
;May;99.0;p
;June;99.4;p
;July;99.2;p
;August;98.6;p
;September;101.0;p
;October;100.4;p
;November;100.9;p
;December;98.8;p
2023;January;100.3;p
;February;102.5;p
;March;99.8;p
;April;99.1;p
;May;101.4;p
;June;99.0;p
;July;97.8;p
;August;98.2;p
;September;97.5;p
;October;96.6;p
;November;96.2;p
;December;94.3;p
2024;January;95.2;p
;February;96.5;p
;March;95.0;p
;April;95.6;p
;May;93.0;p
;June;94.7;p
;July;92.3;p
;August;94.7;p
;September;92.7;p
;October;92.7;p
;November;93.3;p
;December;91.8;p
